process_cycle,repetition
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Cargado en carro L+D, Carga L+D liberada, Carga L+D iniciada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Montaje, Carga L+D liberada, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Montaje, Producción montada, Montaje, Producción montada, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Carga L+D liberada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada",1
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Cargado en carro L+D, Carga L+D iniciada",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Montaje, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Carga L+D liberada, Montaje, Producción montada, Carga L+D liberada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada",1
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Montaje, Producción montada, Carga L+D liberada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Carga L+D liberada, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Carga L+D liberada",1
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Montaje, Montaje, Producción montada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Cargado en carro L+D, Carga L+D iniciada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Cargado en carro L+D, Carga L+D iniciada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Producción montada, Producción montada, Composición de cargas, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Montaje, Producción montada, Producción montada, Producción montada, Composición de cargas, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Montaje, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Carga L+D iniciada, Montaje, Producción montada, Carga L+D liberada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Montaje, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Montaje, Carga L+D liberada, Producción montada, Composición de cargas, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Montaje, Producción montada, Composición de cargas, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada",1
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Carga L+D liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Carga L+D liberada",1
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Montaje, Montaje, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Cargado en carro L+D, Carga L+D iniciada, Montaje, Producción montada, Composición de cargas, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada",1
"Entrada Material Sucio, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Cargado en carro L+D, Carga L+D iniciada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Cargado en carro L+D, Carga L+D iniciada, Montaje, Producción montada, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Comisionado",1
