r.KitID,r.DurationBetweenSterilizations,r.CycleNumber,DurationDifference
CONT-QUI.CV-5,1232,1,929.0
CONT-PARTOS-1,1092,1,
CONT-CIST-1,12,1,-1423.0
CONT-HOS.UCIA-2,1430,1,-9.0
CONT-QUI.URO-2,392,1,272.0
EQP-CCEE.GIN.005-3,0,1,-4.0
EQP-CCEE.GIN.006-3,1394,1,1393.0
EQP-CCEE.GIN.006-2,1394,1,1393.0
EQP-QUI.GINE.008-3,0,1,
EQP-QUI.GINE.008-2,1395,1,1348.0
EQP-QUI.GINE.008-3,1395,1,1395.0
CONT-CCEE.GINE-7,1,1,-1.0
CONT-QUI.ORL-1,479,1,-488.0
CONT-QUI.OFT-1,1314,1,1144.0
CONT-QUI.URO-2,140,1,-252.0
CONT-QUI.CPL-4,1300,1,1098.0
HGY-QUI.CP.CAJA-0,106,1,-1132.0
CONT-QUI.URO-2,1268,1,1128.0
CONT-QUI.CV-1,1194,1,980.0
CONT-QUI.CPL-2,262,1,198.0
TRAN-QUI.TRA.STRYKER-1,0,1,-1.0
CONT-QUI.CG-4,1017,1,931.0
CONT-HOS.OFT-2,35,1,-1377.0
CONT-QUI.URO-3,25,1,-350.0
CONT-QUI.ORL-4,24,1,-1327.0
CONT-QUI.TRA-2,1181,1,1180.0
HGY-QUI.TRA.CAJA-0,0,1,-120.0
HGY-QUI.TRA.CAJA-0,0,1,0.0
HGY-QUI.TRA.CAJA-0,0,1,0.0
HGY-QUI.TRA.CAJA-0,0,1,0.0
EQP-QUI.ORL.OPT-16,1090,1,
CONT-QUI.ORL-4,33,1,9.0
CONT-CESAREAS-2,1071,1,
CONT-QUI.GINE-1,57,1,12.0
CONT-CIST-1,9,1,-3.0
CONT-HOS.URPA-1,2,1,-14.0
DEP-QUI.TRA.CERAVER-1,1,1,
DEP-QUI.TRA.CERAVER-4,1,1,
HUBU-TR.001-5,1,1,
CONT-QUI.TRA-2,121,1,-1060.0
CONT-QUI.ORL-1,1340,1,861.0
CONT-QUI.GINE-1,63,1,6.0
CONT-QUI.CPL-4,158,1,-1142.0
CONT-QUI.TRA-1,50,1,-1105.0
CONT-QUI.ORL-3,384,1,383.0
CONT-HDINA-1,194,1,193.0
CONT-QUI.TRA-2,234,1,113.0
CONT-PARTOS-2,16,1,-336.0
CONT-QUI.GINE-1,880,1,817.0
CONT-QUI.CPL-2,947,1,685.0
CONT-NEONATOS-1,31,1,27.0
CONT-QUI.GINE-1,519,1,-361.0
CONT-QUI.CG-2,1080,1,900.0
CONT-HOS.ORL-1,1423,1,16.0
CONT-HOS.UCIA-2,1399,1,-31.0
CONT-HOS.UCIC-2,1395,1,
CONT-QUI.CG-2,413,1,-667.0
CONT-CCEE.ORL-1,33,1,28.0
CONT-QUI.NEUR-2,1290,1,1196.0
EXT-QUI.NEUR.CUSA36-1,103,1,
CONT-QUI.CG-3,1357,1,42.0
CONT-QUI.ORL-1,36,1,-1304.0
HGY-QUI.CP.CAJA-0,125,1,19.0
CONT-QUI.TRA-1,200,1,150.0
CONT-QUI.OFT-1,200,1,-1114.0
CONT-QUI.ORL-3,15,1,-369.0
CONT-QUI.CPL-2,251,1,-696.0
CONT-QUI.TRA-4,195,1,148.0
CONT-PARTOS-3,1429,1,775.0
CONT-URGENCIAS-2,9,1,7.0
CONT-QUI.TRA-1,882,1,682.0
CONT-QUI.URO-3,1172,1,1147.0
CONT-QUI.TRA-2,1065,1,831.0
CONT-QUI.ORL-1,1292,1,1256.0
CONT-QUI.ORL-4,25,1,-8.0
CONT-QUI.CV-5,348,1,-884.0
CONT-HDINA-1,1,1,-193.0
CONT-QUI.CPL-2,306,1,55.0
CONT-QUI.GINE-1,81,1,-438.0
CONT-HOS.CV-1,1438,1,
CONT-CIST-1,1428,1,1419.0
CONT-QUI.CV-3,170,1,-47.0
CONT-QUI.TRA-2,1346,1,281.0
EQP-CCEE.GIN.002-1,9,1,-1427.0
EQP-CCEE.GIN.001-6,2,1,
CONT-QUI.URO-3,424,1,-748.0
CONT-NEONATOS-4,18,1,
CONT-PARTOS-3,6,1,-1423.0
CONT-HOS.CARD-1,18,1,-1410.0
CONT-QUI.CPL-4,1311,1,1153.0
CONT-HOS.UCIA-2,1426,1,27.0
CONT-URGENCIAS-2,1122,1,1113.0
TRAN-QUI.NEUR.PRIM-2,115,1,
CONT-PARTOS-3,1175,1,1169.0
HGY-QUI.TRA.CAJA-0,239,1,239.0
CONT-QUI.ORL-3,31,1,16.0
CONT-QUI.CPL-2,1431,1,1125.0
CONT-PARTOS-3,1022,1,-153.0
CONT-UCSI-1,1430,1,-3.0
CONT-HOS.MI-1,1429,1,
CONT-QUI.CPL-2,1136,1,-295.0
CONT-QUI.TRA-4,1063,1,868.0
CONT-QUI.ORL-1,66,1,-1226.0
CONT-HDINA-1,2,1,1.0
CONT-CCEE.GINE-1,3,1,2.0
CONT-QUI.CV-5,13,1,-335.0
CONT-QUI.TRA-2,134,1,-1212.0
CONT-QUI.CV-3,134,1,-36.0
CONT-QUI.NEUR-2,387,1,-903.0
CONT-CESAREAS-2,1352,1,281.0
CONT-PARTOS-1,159,1,-933.0
TRAN-QUI.TRA.ACUMED-1,1418,1,
CONT-QUI.CV-5,1272,1,1259.0
CONT-QUI.CPL-2,1255,1,119.0
CONT-QUI.OFT-1,1276,1,1076.0
CONT-QUI.CG-4,209,1,-808.0
HNB-HOS.003-8,1,1,
CONT-NEONATOS-1,28,1,-3.0
CONT-QUI.ORL-1,168,1,102.0
CONT-QUI.TRA-1,276,1,-606.0
CONT-QUI.CPL-4,253,1,-1058.0
CONT-PARTOS-2,2,1,-14.0
CONT-CESAREAS-1,364,1,313.0
CONT-QUI.CV-1,514,1,-680.0
CONT-QUI.OFT-1,982,1,-294.0
CONT-QUI.CPL-2,1297,1,42.0
CONT-QUI.NEUR-2,1023,1,636.0
CONT-QUI.CPL-2,108,1,-1189.0
CONT-QUI.CG-2,1215,1,802.0
CONT-QUI.ORL-3,86,1,55.0
CONT-NEONATOS-1,1390,1,1362.0
CONT-HOS.UCIA-4,2,1,-1404.0
EQP-CCEE.GIN.005-3,1,1,1.0
EQP-CCEE.GIN.005-2,1,1,-3.0
EQP-CCEE.GIN.005-1,1,1,-1435.0
EQP-CCEE.GIN.003-3,1,1,-1166.0
EQP-CCEE.GIN.002-3,1,1,
EQP-CCEE.GIN.002-1,0,1,-9.0
CONT-ELECT-2,1435,1,1.0
CONT-CCEE.GINE-7,10,1,9.0
CONT-QUI.CP-3,164,1,-916.0
CONT-QUI.TRA-4,1124,1,61.0
CONT-QUI.CV-1,1129,1,615.0
CONT-QUI.CG-2,144,1,-1071.0
CONT-QUI.TRA-1,116,1,-160.0
CONT-PARTOS-1,40,1,-119.0
HGY-QUI.NEUR.CAJA-0,389,1,-1025.0
CONT-QUI.OFT-1,47,1,-935.0
CONT-QUI.CPL-1,1340,1,117.0
CONT-QUI.CV-1,1382,1,253.0
EQP-CCEE.GIN.006-5,1382,1,1381.0
EQP-CCEE.GIN.006-3,1433,1,39.0
EQP-CCEE.GIN.005-3,1433,1,1432.0
EQP-CCEE.GIN.003-3,1433,1,1432.0
EQP-CCEE.GIN.002-4,1434,1,1.0
EQP-CCEE.GIN.002-3,1433,1,1432.0
CONT-CCEE.GINE-7,1432,1,1422.0
CONT-HOS.UCIP-1,3,1,-1.0
CONT-CCEE.CPL-2,6,1,-1425.0
CONT-QUI.NEUR-4,19,1,-1373.0
CONT-QUI.ORL-1,1351,1,1183.0
CONT-QUI.URO-2,326,1,-942.0
CONT-QUI.URG-3,1345,1,
CONT-QUI.CPL-2,131,1,23.0
EXT-QUI.OFT.007-1,159,1,
CONT-QUI.URO-2,81,1,-245.0
CONT-QUI.GINE-3,97,1,
CONT-QUI.URO-2,30,1,-51.0
CONT-QUI.CPL-4,280,1,27.0
CONT-QUI.CV-3,1113,1,979.0
CONT-QUI.CPL-4,1140,1,860.0
CONT-QUI.TRA-1,173,1,57.0
CONT-QUI.URO-2,1182,1,1152.0
CONT-QUI.TRA-2,139,1,5.0
CONT-CIST-1,1397,1,-31.0
CONT-RADV-1,0,1,-16.0
CONT-UCSI-1,6,1,-1424.0
CONT-HOS.GINE-1,0,1,-1433.0
HUBU-TR.006-2,1,1,
CONT-QUI.GINE-1,53,1,-28.0
CONT-QUI.CV-3,362,1,-751.0
CONT-CCEE.CPL-2,1431,1,1425.0
CONT-HOS.UCIA-2,1,1,-1425.0
CONT-QUI.TRA-1,104,1,-69.0
CONT-QUI.NEUR-3,207,1,-968.0
CONT-QUI.TRA-2,20,1,-119.0
CONT-QUI.OFT-1,241,1,194.0
CONT-QUI.OFT-1,79,1,-162.0
CONT-QUI.GINE-1,1040,1,987.0
CONT-QUI.TRA-2,1022,1,1002.0
CONT-QUI.CG-2,401,1,257.0
CONT-URGENCIAS-2,25,1,-1097.0
CONT-HOS.UCIA-4,1429,1,1427.0
CONT-QUI.CG-2,1108,1,707.0
CONT-NEONATOS-4,23,1,5.0
CONT-QUI.CG-2,346,1,-762.0
CONT-URGENCIAS-2,28,1,3.0
CONT-UCSI-1,28,1,22.0
CONT-HOS.ORL-1,31,1,-1392.0
CONT-QUI.NEUR-3,1333,1,1126.0
CONT-QUI.OFT-1,1187,1,1108.0
CONT-QUI.CV-5,67,1,-1205.0
CONT-HOS.UCIA-4,66,1,-1363.0
CONT-CCEE.CG-1,228,1,219.0
CONT-CCEE.GINE-1,1435,1,1432.0
CONT-HOS.NEF-1,25,1,2.0
CONT-HOS.UCIP-1,1,1,-2.0
CONT-RADTP-1,1,1,
CONT-QUI.URG-3,1436,1,91.0
CONT-QUI.ORL-1,276,1,-1075.0
CONT-QUI.OFT-1,74,1,-1113.0
CONT-QUI.URO-2,191,1,-991.0
CONT-QUI.URO-2,248,1,57.0
CONT-URGENCIAS-2,1394,1,1366.0
CONT-HOS.GINE-2,16,1,-5.0
TRAN-QUI.TRA.STRYKER-1,59,1,59.0
CONT-QUI.CPL-3,272,1,57.0
CONT-QUI.TRA-1,59,1,-45.0
CONT-QUI.URO-2,240,1,-8.0
EQP-CCEE.GIN.006-5,6,1,-1376.0
EQP-CCEE.GIN.006-4,7,1,6.0
EQP-CCEE.GIN.006-3,7,1,-1426.0
EQP-CCEE.GIN.005-5,7,1,6.0
EQP-CCEE.GIN.005-3,7,1,-1426.0
EQP-CCEE.GIN.005-2,7,1,6.0
EQP-CCEE.GIN.002-4,7,1,-1427.0
EQP-CCEE.GIN.002-3,7,1,-1426.0
CONT-QUI.TRA-1,121,1,62.0
CONT-QUI.GINE-1,120,1,-920.0
CONT-QUI.TRA-2,397,1,-625.0
CONT-QUI.GINE-1,84,1,-36.0
CONT-QUI.CG-2,1192,1,846.0
CONT-QUI.GINE-1,1,1,-83.0
CONT-QUI.TRA-2,1,1,-396.0
CONT-QUI.GINE-1,996,1,995.0
CONT-QUI.GINE-1,68,1,-928.0
CONT-QUI.ORL-1,1186,1,910.0
CONT-QUI.NEUR-2,1398,1,375.0
CONT-CIST-1,1132,1,-265.0
CONT-QUI.CV-3,1318,1,956.0
CONT-QUI.ORL-4,80,1,55.0
CONT-QUI.CG-2,1318,1,126.0
CONT-NEONATOS-1,1409,1,19.0
CONT-CCEE.GINE-7,8,1,-1424.0
CONT-ELECT-2,1,1,-1434.0
CONT-QUI.URO-2,216,1,-24.0
CONT-QUI.CPL-2,97,1,-34.0
HGY-QUI.GIN.CAJA-0,1,1,
CONT-QUI.OFT-1,69,1,-5.0
HUBU-TR.002-4,0,1,
CONT-RADV-1,0,1,0.0
CONT-QUI.TRA-2,1355,1,1354.0
CONT-QUI.GINE-1,138,1,70.0
CONT-QUI.CG-2,1391,1,73.0
CONT-QUI.ORL-4,1424,1,1344.0
CONT-CCEE.CPL-2,6,1,-1425.0
CONT-CCEE.ALE-1,1439,1,
CONT-QUI.CPL-4,73,1,-1067.0
HUBU-GIN.017-1,1,1,
CONT-HOS.NEF-1,1,1,-24.0
CONT-QUI.URO-2,65,1,-151.0
CONT-QUI.NEUR-2,381,1,-1017.0
CONT-QUI.CG-2,999,1,-392.0
CONT-HOS.GINE-2,14,1,-2.0
CONT-QUI.TRA-1,1119,1,998.0
CONT-CESAREAS-2,1418,1,66.0
HGY-URG.CAJA-0,1394,1,259.0
CONT-QUI.OFT-1,1317,1,1248.0
CONT-HOS.UCIC-1,13,1,-1413.0
CONT-HOS.UCIA-1,14,1,-52.0
CONT-HOS.UCIA-4,1,1,-65.0
CONT-QUI.CG-3,83,1,-1274.0
CONT-QUI.ORL-4,42,1,-1382.0
CONT-QUI.CPL-1,106,1,-1234.0
TRAN-QUI.TRA.EXATECH-4,1382,1,1284.0
EQP-QUI.GINE.001-4,446,1,
CONT-QUI.CPL-2,109,1,12.0
CONT-QUI.NEUR-3,324,1,-1009.0
CONT-QUI.GINE-1,91,1,-47.0
CONT-NEONATOS-1,1400,1,-9.0
CONT-NEONATOS-4,1403,1,1380.0
CONT-QUI.TRA-2,999,1,-356.0
CONT-QUI.CPL-2,1102,1,993.0
CONT-HOS.GINE-3,18,1,
CONT-QUI.CPL-3,1409,1,1137.0
CONT-QUI.CG-3,1320,1,1237.0
CONT-QUI.CP-2,1426,1,150.0
CONT-HOS.NEF-1,1356,1,1355.0
CONT-HOS.DIEP-1,31,1,
CONT-QUI.GINE-1,129,1,38.0
CONT-QUI.OFT-2,1240,1,1240.0
CONT-CESAREAS-2,70,1,-1348.0
CONT-QUI.NEUR-3,1304,1,980.0
CONT-QUI.CV-5,1,1,-66.0
CONT-QUI.OFT-1,1,1,-1316.0
CONT-QUI.TRA-1,1355,1,236.0
CONT-QUI.NEUR-1,1247,1,-186.0
CONT-QUI.URO-2,143,1,78.0
CONT-HOS.GINE-2,1408,1,1394.0
CONT-QUI.TRA-2,28,1,-971.0
CONT-QUI.CG-4,27,1,-182.0
CONT-QUI.ORL-1,1278,1,92.0
HUBU-HOS.NEO.BLEFARM-0,0,1,-1.0
HUBU-HOS.NEO.BLEFARM-0,0,1,0.0
CONT-QUI.URO-2,264,1,121.0
CONT-QUI.GINE-1,129,1,0.0
CONT-QUI.CV-5,36,1,35.0
CONT-QUI.ORL-3,571,1,485.0
CONT-QUI.ORL-3,928,1,357.0
CONT-HOS.GINE-3,1439,1,1421.0
CONT-QUI.OFT-1,1183,1,1182.0
EQP-QUI.GINE.006-1,8,1,7.0
EQP-QUI.GINE.005-1,1388,1,1388.0
EQP-CCEE.GIN.003-3,7,1,-1426.0
EQP-CCEE.GIN.003-2,7,1,6.0
EQP-CCEE.GIN.003-1,7,1,6.0
CONT-PARTOS-1,345,1,305.0
CONT-QUI.CV-2,566,1,
CONT-QUI.NEUR-4,49,1,30.0
CONT-QUI.URO-2,96,1,-168.0
CONT-URGENCIAS-2,1262,1,-132.0
CONT-QUI.GINE-1,71,1,-58.0
HNB-CPL.002-9,0,1,
CONT-QUI.NEUR-3,1194,1,-110.0
HGY-QUI.TRA.CAJA-0,0,1,-239.0
CONT-HOS.OFT-2,1410,1,1375.0
CONT-QUI.TRA-1,1119,1,-236.0
CONT-NEONATOS-4,1433,1,30.0
HNB-CPL.002-5,1,1,
CONT-QUI.TRA-1,250,1,-869.0
CONT-QUI.OFT-1,96,1,-1087.0
CONT-QUI.ORL-4,0,1,-42.0
CONT-QUI.NEUR-2,320,1,-61.0
CONT-HOS.GINE-3,1,1,-1438.0
CONT-QUI.NEUR-1,1348,1,101.0
CONT-QUI.CP-2,1308,1,-118.0
CONT-QUI.OFT-1,1295,1,1199.0
CONT-QUI.CG-4,66,1,39.0
CONT-REH-1,1438,1,
CONT-HOS.UCIA-2,1,1,0.0
CONT-CCEE.CP-1,1,1,-1432.0
CONT-QUI.ORL-3,448,1,-480.0
CONT-QUI.ORL-3,1,1,-447.0
CONT-QUI.URO-2,12,1,-84.0
EQP-QUI.OPT-23,1,1,
CONT-HOS.UCIA-2,1394,1,1393.0
CONT-NEONATOS-1,16,1,-1384.0
CONT-QUI.CG-4,996,1,930.0
CONT-HOS.GINE-2,19,1,-1389.0
CONT-NEONATOS-1,1420,1,1404.0
CONT-HOS.GINE-2,1434,1,1415.0
CONT-HOS.NEF-1,43,1,-1313.0
CONT-QUI.OFT-1,1428,1,133.0
CONT-QUI.URO-2,221,1,209.0
CONT-URGENCIAS-2,331,1,-931.0
CONT-HOS.MI-3,8,1,-1423.0
CONT-QUI.NEUR-1,1191,1,-157.0
CONT-QUI.CG-3,1013,1,-307.0
CONT-QUI.CG-3,1,1,-1012.0
CONT-QUI.GINE-1,1043,1,972.0
HUBU-ORL.021-1,1,1,
CONT-QUI.OFT-1,1259,1,-169.0
CONT-CIST-1,45,1,-1087.0
CONT-QUI.URO-2,1226,1,1005.0
CONT-CCEE.CV-1,1424,1,1423.0
CONT-HOS.URPA-1,5,1,3.0
HUBU-HOS.NEO.K1-5000-0,0,1,
HUBU-HOS.NEO.K1-5000-0,1,1,1.0
CONT-NEONATOS-4,15,1,-1418.0
CONT-QUI.OFT-2,99,1,-1141.0
CONT-QUI.CV-1,138,1,-1244.0
CONT-QUI.GINE-1,169,1,-874.0
HGY-URG.CAJA-0,365,1,-1029.0
CONT-QUI.NEUR-1,1340,1,149.0
CONT-QUI.URO-2,265,1,-961.0
CONT-QUI.TRA-4,60,1,-1064.0
CONT-QUI.ORL-1,164,1,-1114.0
CONT-HOS.POL-1,240,1,
CONT-QUI.CPL-2,1080,1,-22.0
CONT-QUI.NEUR-2,1373,1,1053.0
CONT-QUI.CPL-2,69,1,-1011.0
CONT-HOS.UCIA-2,1434,1,40.0
CONT-HDINA-1,2,1,0.0
CONT-NEONATOS-4,1,1,-14.0
CONT-QUI.TRA-1,1,1,-249.0
CONT-QUI.CPL-4,141,1,68.0
CONT-QUI.TRA-3,125,1,-989.0
CONT-QUI.CPL-2,184,1,115.0
CONT-QUI.CP-2,166,1,-1142.0
CONT-QUI.ORL-3,110,1,109.0
CONT-QUI.GINE-1,944,1,775.0
CONT-URGENCIAS-2,1128,1,797.0
CONT-URGENCIAS-2,353,1,-775.0
CONT-URGENCIAS-2,1064,1,711.0
CONT-QUI.ORL-4,0,1,0.0
CONT-QUI.OFT-1,301,1,-958.0
CONT-QUI.OFT-1,19,1,-282.0
CONT-QUI.TRA-1,22,1,21.0
TRAN-QUI.TRA.MBA-1,1,1,
TRAN-QUI.TRA.EXATECH-4,34,1,-1348.0
TRAN-QUI.TRA.EXATECH-3,34,1,
TRAN-QUI.TRA.EXATECH-2,34,1,
TRAN-QUI.TRA.EXATECH-1,36,1,36.0
EQP-CCEE.GIN.002-5,1438,1,1437.0
EQP-CCEE.GIN.006-1,1438,1,
CONT-RAD-1,1,1,0.0
CONT-QUI.CPL-2,26,1,-158.0
CONT-QUI.CPL-1,28,1,-78.0
CONT-QUI.CPL-1,19,1,-9.0
CONT-CCEE.GINE-1,6,1,-1429.0
CONT-QUI.CPL-1,52,1,33.0
CONT-QUI.OFT-1,13,1,-6.0
CONT-QUI.OFT-2,51,1,-48.0
CONT-QUI.GINE-1,44,1,-900.0
HGY-QUI.CPL.CAJA-0,4,1,4.0
CONT-QUI.NEUR-2,20,1,-1353.0
CONT-QUI.CG-3,8,1,7.0
CONT-QUI.TRA-1,61,1,39.0
TRAN-QUI.TRA.STRYKER-1,18,1,-41.0
TRAN-QUI.TRA.STRYKER-2,31,1,-130.0
CONT-QUI.URO-3,8,1,-416.0
CONT-QUI.CG-3,19,1,11.0
CONT-QUI.OFT-1,20,1,7.0
CONT-QUI.OFT-2,44,1,-7.0
CONT-QUI.CV-3,28,1,-1290.0
CONT-QUI.GINE-1,24,1,-20.0
CONT-QUI.TRA-1,13,1,-48.0
CONT-QUI.TRA-1,33,1,20.0
EXT-QUI.OFT.007-1,130,1,-29.0
CONT-QUI.CPL-2,23,1,-3.0
CONT-QUI.OFT-2,175,1,131.0
HGY-QUI.ORL.CAJA-0,13,1,
CONT-HOS.GINE-1,8,1,8.0
CONT-QUI.GINE-1,12,1,-12.0
TRAN-QUI.TRA.STRYKER-1,8,1,-10.0
HUBU-TR.001-6,6,1,
HUBU-TR.002-6,9,1,
HUBU-TR.012-1,9,1,
CONT-QUI.ORL-3,11,1,-99.0
CONT-QUI.CPL-4,13,1,-128.0
CONT-QUI.OFT-2,14,1,-161.0
CONT-QUI.OFT-1,74,1,54.0
HUBU-TR.008-3,3,1,
CONT-RAD-1,1423,1,1422.0
CONT-QUI.CPL-2,57,1,34.0
CONT-QUI.OFT-2,132,1,118.0
CONT-QUI.OFT-1,74,1,0.0
CONT-QUI.GINE-1,16,1,4.0
CONT-QUI.CV-1,99,1,-39.0
CONT-QUI.GINE-1,31,1,15.0
CONT-QUI.OFT-1,55,1,-19.0
CONT-QUI.TRA-1,56,1,23.0
CONT-PARTOS-3,1385,1,363.0
CONT-QUI.OFT-1,41,1,-14.0
CONT-HOS.ORL-2,3,1,-1434.0
HUBU-RAD.002-4,3,1,
CONT-UCSI-1,4,1,-24.0
CONT-HOS.CARD-2,4,1,
CONT-HOS.CV-1,4,1,-1434.0
CONT-CCEE.ORL-1,4,1,-29.0
CONT-HOS.CG-1,4,1,-6.0
CONT-HOS.GINE-1,5,1,-3.0
CONT-HOS.CP-1,5,1,-172.0
CONT-QUI.OFT-1,80,1,39.0
CONT-QUI.GINE-1,1,1,-30.0
CONT-QUI.ORL-1,1,1,-163.0
CONT-QUI.CPL-2,23,1,-34.0
HUBU-ORL.001-6,4,1,
CONT-QUI.GINE-2,34,1,-1364.0
EQP-QUI.GINE.007-2,14,1,
EQP-QUI.GINE.007-1,13,1,11.0
CONT-HOS.UCIA-4,43,1,42.0
CONT-QUI.CG-4,63,1,-933.0
TRAN-QUI.TRA.STRYKER-1,33,1,25.0
CONT-QUI.GINE-1,42,1,41.0
CONT-QUI.CV-3,51,1,23.0
CONT-QUI.CPL-1,614,1,562.0
CONT-QUI.TRA-1,28,1,-28.0
CONT-QUI.OFT-1,56,1,-24.0
CONT-QUI.OFT-1,10,1,-46.0
CONT-QUI.NEUR-5,46,1,
CONT-QUI.TRA-1,13,1,-15.0
CONT-QUI.OFT-1,59,1,49.0
CONT-PARTOS-1,665,1,320.0
CONT-QUI.URO-2,43,1,-222.0
HGY-QUI.URO.CAJA-0,26,1,26.0
CONT-QUI.OFT-1,67,1,8.0
EQP-CCEE.GIN.003-4,1284,1,1283.0
CONT-QUI.TRA-1,35,1,22.0
CONT-QUI.CG-4,16,1,-47.0
CONT-QUI.OFT-2,36,1,-96.0
CONT-QUI.CPL-1,32,1,-582.0
CONT-QUI.OFT-1,26,1,-41.0
CONT-QUI.TRA-1,58,1,23.0
TRAN-QUI.TRA.STRYKER-5,29,1,
HGY-QUI.OFT.CAJA-0,32,1,-57.0
CONT-QUI.OFT-1,42,1,16.0
EXT-QUI.INFINITY-0,30,1,29.0
CONT-QUI.OFT-2,42,1,6.0
CONT-QUI.CP-2,36,1,-130.0
CONT-QUI.TRA-2,48,1,20.0
CONT-QUI.OFT-1,23,1,-19.0
CONT-QUI.CPL-2,29,1,6.0
CONT-QUI.CV-5,73,1,37.0
HGY-QUI.URO.CAJA-0,29,1,3.0
CONT-QUI.OFT-1,8,1,-15.0
TRAN-QUI.TRA.STRYKER-4,29,1,
EQP-CCEE.GIN.006-3,37,1,30.0
EQP-CCEE.GIN.006-2,37,1,-1357.0
EQP-CCEE.GIN.003-2,37,1,30.0
EQP-CCEE.GIN.003-1,37,1,30.0
EQP-CCEE.GIN.002-1,36,1,36.0
CONT-QUI.GINE-1,25,1,-17.0
CONT-QUI.ORL-1,16,1,15.0
CONT-QUI.OFT-1,23,1,15.0
CONT-QUI.CPL-2,37,1,8.0
CONT-QUI.OFT-2,4,1,-38.0
CONT-QUI.OFT-1,26,1,3.0
CONT-QUI.GINE-4,55,1,-925.0
CONT-QUI.OFT-1,50,1,24.0
CONT-QUI.CV-3,7,1,-44.0
HGY-QUI.TRA.CAJA-0,57,1,57.0
CONT-QUI.TRA-1,57,1,-1.0
CONT-QUI.TRA-2,9,1,-39.0
CONT-QUI.CPL-1,54,1,22.0
CONT-QUI.TRA-1,37,1,-20.0
CONT-QUI.CV-1,82,1,-17.0
CONT-QUI.GINE-1,28,1,3.0
EXT-QUI.010-0,15,1,
CONT-QUI.CPL-2,7,1,-30.0
CONT-QUI.TRA-1,30,1,-7.0
HGY-QUI.CPL.CAJA-0,3,1,-1.0
CONT-QUI.CPL-4,6,1,-7.0
CONT-QUI.ORL-4,6,1,6.0
CONT-QUI.ORL-3,17,1,6.0
CONT-QUI.OFT-1,35,1,-15.0
CONT-QUI.CV-1,37,1,-45.0
CONT-QUI.CG-2,39,1,-960.0
CONT-QUI.TRA-1,61,1,31.0
CONT-QUI.CG-2,67,1,28.0
TRAN-QUI.TRA.STRYKER-1,65,1,32.0
CONT-QUI.CPL-4,8,1,2.0
CONT-QUI.URO-2,8,1,-35.0
CONT-QUI.CPL-2,35,1,28.0
CONT-QUI.TRA-2,30,1,21.0
CONT-QUI.GINE-1,60,1,32.0
CONT-QUI.OFT-2,14,1,10.0
CONT-QUI.OFT-1,49,1,14.0
TRAN-QUI.TRA.STRYKER-3,10,1,-32.0
CONT-QUI.TRA-1,6,1,-55.0
CONT-HOS.UCIP-1,2,1,1.0
CONT-QUI.TRA-1,21,1,15.0
CONT-QUI.URO-3,54,1,46.0
EQP-CCEE.GIN.002-2,32,1,32.0
CONT-QUI.ORL-3,99,1,82.0
CONT-HOS.NEF-1,39,1,-4.0
CONT-QUI.GINE-1,46,1,-14.0
EXT-QUI.010-0,18,1,3.0
TRAN-QUI.TRA.STRYKER-1,18,1,-47.0
CONT-QUI.TRA-1,43,1,22.0
CONT-QUI.TRA-2,24,1,-6.0
CONT-QUI.GINE-1,24,1,-22.0
CONT-QUI.OFT-1,24,1,-25.0
CONT-QUI.CPL-1,58,1,4.0
CONT-QUI.OFT-1,96,1,72.0
CONT-QUI.CG-2,21,1,-46.0
CONT-HOS.CPL-1,260,1,
CONT-QUI.CPL-2,38,1,3.0
CONT-QUI.TRA-1,71,1,28.0
CONT-QUI.URO-3,57,1,3.0
CONT-CIST-1,329,1,284.0
CONT-QUI.GINE-1,49,1,25.0
CONT-QUI.OFT-1,59,1,-37.0
EXT-QUI.007-0,23,1,11.0
CONT-QUI.GINE-1,35,1,-14.0
CONT-QUI.OFT-1,35,1,-24.0
CONT-QUI.CPL-1,371,1,313.0
HGY-QUI.OFT.CAJA-0,40,1,8.0
CONT-QUI.GINE-1,41,1,6.0
CONT-QUI.TRA-1,104,1,33.0
TRAN-QUI.TRA.STRYKER-1,25,1,7.0
CONT-QUI.OFT-1,66,1,31.0
CONT-QUI.TRA-1,15,1,-89.0
CONT-QUI.OFT-1,67,1,1.0
CONT-QUI.OFT-2,60,1,46.0
CONT-QUI.GINE-1,899,1,858.0
TRAN-QUI.TRA.EXATECH-3,46,1,12.0
TRAN-QUI.TRA.EXATECH-2,54,1,20.0
CONT-QUI.CPL-2,53,1,15.0
HGY-QUI.ORL.CAJA-0,53,1,40.0
CONT-QUI.OFT-1,33,1,-34.0
CONT-CCEE.ORL-3,7,1,7.0
CONT-HOS.UCIA-2,7,1,-1427.0
CONT-RADTP-1,7,1,6.0
CONT-CCEE.URO-4,7,1,
CONT-CCEE.CV-1,7,1,-1417.0
CONT-CCEE.CG-1,7,1,-221.0
CONT-QUI.OFT-1,15,1,-18.0
TRAN-QUI.TRA.EXATECH-5,35,1,
CONT-QUI.TRA-2,35,1,11.0
TRAN-QUI.TRA.EXATECH-4,70,1,36.0
TRAN-QUI.TRA.EXATECH-3,70,1,24.0
TRAN-QUI.TRA.EXATECH-2,70,1,16.0
CONT-QUI.CPL-2,9,1,-44.0
CONT-QUI.GINE-1,12,1,-887.0
CONT-QUI.CV-5,39,1,-34.0
